drugid1,drug_smile1
D0N4DR,CC1=CC2=C(C=C1)C(=O)CC(O2)C3=CC=CC=C3
D0TB1E,CC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(C=C3)C
D0G6MA,COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=C(C=C3)F
D0P7SY,COC1=CC=C(C=C1)C2=CC(=S)C3=CC=CC=C3O2
D03BQJ,CC1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2
D01VPZ,CC1=CC=C(C=C1)C2=CC(=S)C3=CC=CC=C3O2
D0Y5OB,C1=CC(=CC=C1C2=CC(=S)C3=C(O2)C=C(C=C3)F)F
D0W7XK,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)F
D0C9GI,CC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)F
D0I9AA,CC1=CC=C(C=C1)C2=CC(=S)C3=C(O2)C=C(C=C3)F
D0ZI0S,CC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)OC
D07HFF,CC1=CC=C(C=C1)C2=CC(=S)C3=C(O2)C=C(C=C3)OC
D08HKC,CC1=CC=C(C=C1)C2=CC(=S)C3=C(O2)C=C(C=C3)C
D0T7VA,COC1=CC=C(C=C1)C2CC(=O)C3=CC=CC=C3O2
D01VIA,C1CCC(CC1)C(=O)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4
D0N0ME,CCCCNC(=O)N1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
D04ICJ,C1CCC(CC1)NC(=O)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4
D0ID6U,CC(C)C1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1)CC2=CC=CC<br />=C2)CC(=O)O)CCCN=C(N)N
D09DSZ,C1=CC=C2C(=C1)NC(S2)S
D0UV8T,C1=CN=CC=C1C2=NNN=C2
D06OUR,CCN(CC)CCNC1=CC=C(C2=CC=CC=C21)O
D00XOT,C1=CC=C2C(=C1)C(=CC=C2OCCO)O
D00UIK,C1=CC=C(C=C1)CNC2=CC=C(C3=CC=CC=C32)O
D0A7NH,C1CCC(CC1)NC2=CC=C(C3=CC=CC=C32)O
D02XRG,CCNC1=CC=C(C2=CC=CC=C21)O
D0S1FF,CC(C)NC1=CC=C(C2=CC=CC=C21)O
D0G8IH,CNC1=CC=C(C2=CC=CC=C21)O
D08MOG,CCC(CC)NC1=CC=C(C2=CC=CC=C21)O
D08MRL,CCCNC1=CC=C(C2=CC=CC=C21)O
D0N1ZJ,CC(C)(C)NC1=CC=C(C2=CC=CC=C21)O
D08XXD,C1=CC=C2C(=C1)C(=CC=C2O)N
D0Z4JG,COC1=CC=C(C2=CC=CC=C21)N
D02SRL,C1=CC=C(C=C1)C2=CSC(=S)N2
D01CSZ,CC(C)NC1=C2C=CC=NC2=C(C=C1)O
D0W3ON,C1=CC2=C(C=CC(=C2N=C1)O)N
D0O3IE,C1=CC=C(C=C1)C2=NNN=C2
D01DHW,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OCCOC<br />6=CC=CC=C6.[Br-]
D02WKB,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OCCCC<br />CCOC6=CC=CC=C6.[Br-]
D0W7XL,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OCCCO<br />C6=CC=CC=C6.[Br-]
D01TLN,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OCCCC<br />OC6=CC=CC=C6.[Br-]
D09XSI,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OCCCC<br />COC6=CC=CC=C6.[Br-]
D08PUW,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(<br />=O)O)O)O)O)O)O
D0V2QP,CS(=O)(=O)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C=C2C4=CC=CC=C4
DB12424,FC1=CC(=CC(F)=C1)[C@@H]1CNC2(CCCC2)C(=O)N1CC(=O)NC1=CC=C2C[C@]3(CC2=C1)C(=O)NC1=C3C=CC=N1
D0EQ1Z,CC1=CC=CC=C1C(=O)OC2COC3C2OCC3OC(=O)NCC4=CC=CC=C4
DB06333,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)NCCCNCCCCNCCCN)[C@H](C)CC[C@@H](OS(O)(=O)=O)C(C)C
D09RXU,C1CN(CCN1)C2=CC=CC3=C2N=C(N3)CC4=CC=CC=C4
D07VIO,CCN(CC)CC(=O)NC1=CC2=C(C=C1)N=C3C4=C(CCN3C2=O)C5=CC=CC=<br />C5N4
D03DIP,CCN(CC)CCC(=O)NC1=CC2=C(C=C1)N=C3C4=C(CCN3C2=O)C5=CC=CC<br />=C5N4
D0E0ZV,C1CCN(CC1)CC(=O)NC2=CC3=C(C=C2)N=C4C5=C(CCN4C3=O)C6=CC=<br />CC=C6N5
D0C3IS,C1CCN(CC1)CCC(=O)NC2=CC3=C(C=C2)N=C4C5=C(CCN4C3=O)C6=CC<br />=CC=C6N5
D0LT0T,C1CCN(C1)CC(=O)NC2=CC3=C(C=C2)N=C4C5=C(CCN4C3=O)C6=CC=C<br />C=C6N5
D0F6VM,C1CCN(C1)CCC(=O)NC2=CC3=C(C=C2)N=C4C5=C(CCN4C3=O)C6=CC=<br />CC=C6N5
D00VAN,CC1=CC=CC(=C1)C(=NNC(=S)N)C2=CC(=CC=C2)Br
D0B2JC,CC1=CC=C(C=C1)C(=NNC(=S)N)C2=CC(=CC=C2)Br
D0M3AP,C1=CC(=CC(=C1)F)C(=NNC(=S)N)C2=CC(=CC=C2)F
D05EPI,CCCNC(=O)OC1COC2C1OCC2OC(=O)NCCC
D01AJQ,CCCNC(=O)OC1COC2C1OCC2OC(=O)NCCC
D07NBB,CN1C2=C(N=C1OCC3=CC(=CC=C3)Br)N(C(=O)N(C2=O)C)C
D08YCE,CN1C2=C(N=C1OCC3=CC(=CC=C3)Cl)N(C(=O)N(C2=O)C)C
D04LPY,CN1C2=C(N=C1OCC3=CC(=CC=C3)F)N(C(=O)N(C2=O)C)C
D0B6MV,CN1C2=C(N=C1OCC3=CC(=CC=C3)OC)N(C(=O)N(C2=O)C)C
D00OLX,CC1=CC(=CC=C1)COC2=NC3=C(N2C)C(=O)N(C(=O)N3C)C
D02FJX,CN1C2=C(N=C1OCC3=CC(=CC=C3)C(F)(F)F)N(C(=O)N(C2=O)C)C
D0JN9R,CN1C2=C(N=C1OCC3=CC=CC=C3)N(C(=O)N(C2=O)C)C
D03LJX,C1=CC=C(C=C1)C(=O)C2=C(C3=C(O2)C=CC(=C3)Br)N
D0L4WN,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)N)N
D01VJT,C1=CC=C(C=C1)SC2=CC(=C(C3=C2C(=O)C4=CC=CC=C4C3=O)N)SC5=<br />CC=CC=C5
D05OUG,C1=CC=C(C=C1)OC2=C(C3=C(C=C2)C(=O)C4=CC=CC=C4C3=O)N
D0H5HP,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)Cl)N
D02XMQ,COC1=C2C(=C(C=C1)N)C(=O)C3=CC=CC=C3C2=O
D0C8ON,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)N
D06PYV,CC1=CC(=CC=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)N
D0ZD4M,CC1=CC=C(C=C1)N2C(=O)C3=C(C2=O)C(=CC=C3)N
D0AA9A,C1=CC=C(C=C1)CCC(=O)NCCCNCCCCNCCCN
D09VYW,CC1CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CCC(C5(C)C(=O)O)O)C)C<br />)C2C1C)C)C
D09VPP,CC1CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1<br />C)C)C(=O)O
D02XEX,CC1CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CCC(C5(C)C(=O)O)OC(=O<br />)C)C)C)C2C1C)C)C
D0J5RQ,CC1CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CCC(C5(C)C)OC(=O)C)C)<br />C)C2C1C)C)C(=O)O
D01EBV,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1C<br />)C)C(=O)OC
D0F9RO,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1C<br />)C)C(=O)O
D00LOB,CC1=CN=C(C(=O)N1CC(=O)NCCON=C(N)N)NCC(C2=CC=CC=C2)(F)F
D0B4CA,C1OC2=C(O1)C=C3C(=C2)C(=O)C=C(N3)C4=CC=CC=C4F
D08NXC,C1CC2=C(C=CC(=C2)Cl)C(=C3CCN(CC3)CC4=CC(=O)OC4)C5=C1C=C<br />C=N5
D0Y1UL,C1=CC=C2C(=C1)C(=CC3=CC=C(C=C3)O)C(=O)N2
D0W4UQ,COC1=CC=C(C=C1)C=C2C3=C(C=CC(=C3)N)NC2=O
D0Y5JB,COC1=C(C(=C(C=C1)C2=NC3=C(N2)C(=NC(=N3)N)N)OC)OC
D05TPU,COC1=CC(=C(C=C1C2=NC3=C(N2)C(=NC(=N3)N)N)OC)OC
D05KJX,COC1=CC(=C(C(=C1)OC)C2=NC3=C(N2)C(=NC(=N3)N)N)OC
D0SB0W,COC1=CC(=C(C=C1)C2=NC3=C(N2)C(=NC(=N3)N)N)OC
D0A5GM,COC1=CC(=C(C=C1)OC)C2=NC3=C(N2)C(=NC(=N3)N)N
D07BKE,COC1=CC(=CC(=C1OC)OC)C2=NC3=C(N2)C(=NC(=N3)N)N
D04UBQ,C1=CC(=C(C=C1C2=NC3=C(N2)C(=NC(=N3)N)N)Cl)Cl
D03POU,COC1=C(C=C(C=C1)C2=NC3=C(N2)C(=NC(=N3)N)N)OC
D0S1VJ,COC1=CC(=CC(=C1)C2=NC3=C(N2)C(=NC(=N3)N)N)OC
D0H2VY,C1=CC=C(C=C1)CC2=NC3=C(N2)C(=NC(=N3)N)N
D02BBT,C1COCCN1CCNC(=O)C2=C(N=CC=C2)Br
D01JMW,C1COCCN1CCCNC(=O)C2=C(N=CC=C2)Br
D0R5EW,C1COCCN1CCNC(=O)C2=C(N=CC=C2)Cl
D0NS9X,C1COCCN1CCCNC(=O)C2=C(N=CC=C2)Cl
D0S9JC,C1COCCN1CCNC(=O)C2=C(C=CN=C2)Cl
D06IAE,C1COCCN1CCCNC(=O)C2=C(C=CN=C2)Cl
D0J3IA,C1COCCN1CCNC(=O)C2=CC(=C(N=C2)Cl)Cl
D0ZA4J,C1COCCN1CCCNC(=O)C2=CC(=C(N=C2)Cl)Cl
D05GGH,C1COCCN1CCNC(=O)C2=CN=C(C=C2)Cl
D04SJC,C1COCCN1CCCNC(=O)C2=CN=C(C=C2)Cl
D04EDK,C1COCCN1CCNC(=O)C2=CN=C(C=C2)F
D0D0SC,C1COCCN1CCNC(=O)C2=CNC(=O)C=C2
D0F0ZY,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)<br />C)S(=O)(=O)N.Cl
D08WHC,C1=CC(=CC(=C1)CO)CN2C=CN=C2
D0N8QD,C1=CC(=CC=C1CN2C=CN=C2)CO
D07JMO,C1=CC(=CC(=C1)Br)CN2C=CN=C2
D0S4WQ,C1=CC(=CC(=C1)Cl)CN2C=CN=C2
D08HHA,C1=CC(=CC(=C1)F)CN2C=CN=C2
D0HL9S,C1=CC(=CC=C1CN2C=CN=C2)N
D07DQJ,C1=CC=C(C=C1)C2=CN=CN2CC3=CC=C(C=C3)Br
D0W8IZ,C1=CC=C(C=C1)C2=CN=CN2CC3=CC=C(C=C3)Cl
D0NV7W,C1=CC=C(C(=C1)C2=CN=CN2CC3=CC=C(C=C3)C#N)F
D0I2UH,CC1=CC=CC=C1C2=CN=CN2CC3=CC=C(C=C3)C#N
D00PXF,C1=CC(=CC(=C1)F)C2=CN=CN2CC3=CC=C(C=C3)C#N
D02PSL,CC1=CC=CC(=C1)C2=CN=CN2CC3=CC=C(C=C3)C#N
D0P1UO,C1=CC(=CC=C1CN2C=NC=C2C3=CC=C(C=C3)F)C#N
D0V6QN,CC1=CC=C(C=C1)C2=CN=CN2CC3=CC=C(C=C3)C#N
D06RSD,C1=CC(=CC=C1CN2C=NC=C2C3=CC=NC=C3)C#N
D0L2QD,C1=CC(=CC=C1CN2C=NC=C2Br)C#N
D07EJK,C1=CC(=CC=C1CN2C=NC=C2C=O)C#N
D08ORG,C1=CC(=CC=C1CN2C=NC=C2CO)C#N
D0Q8KM,C1=CC=C(C=C1)C2=CN=CN2CC3=CC=C(C=C3)C#N
D06NFC,C1=CC=C(C=C1)C2=CN=CN2CC3=CC=C(C=C3)F
D0T8JU,COC1=CC=C(C=C1)CN2C=NC=C2C3=CC=CC=C3
D08YGW,C1=CC=C(C=C1)CN2C=NC=C2C3=CC=CC=C3
D0C7YL,C1=CC(=CC(=C1)N)CN2C=CN=C2
D0D8KN,C1=CC=C(C=C1)CN2C=NC=C2CCCO
D0AK9S,C1=CC(=CC=C1CN2C=NC=C2CCCO)Br
D0PH1G,C1=CC(=CC=C1CN2C=NC=C2CCCO)C#N
D03CWL,COC(=O)CCC1=CN=CN1CC2=CC=CC=C2
D0JE1I,C1CC(N2C=NC=C2C1)C3=CC=C(C=C3)C#N
D0V7UG,CCCCCCCCCCCCCCCC(=O)NCCCCC(C(=O)NC(CCCCN)C(=O)N)NC(=O)C<br />(CCCCN)NC(=O)C(CCCCN)NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(C)C)<br />NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)CNC(=O)C(C<br />)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(C(C)<br />O)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C
D0S4VO,CCCCCCCCCCCCCCCC(=O)NCCCCC(C(=O)NC(CCCCN)C(=O)N)NC(=O)C<br />(CCCCN)NC(=O)C(CCCCN)NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(C)C)<br />NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)CNC(=O)C(C<br />)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(C(C)<br />O)NC(=O)C(CC3=CNC4=CC=CC=C43)NC
D07NOJ,CCCCCCCCCCCCCCCC(=O)NCCCCC(C(=O)NC(CCCCN)C(=O)N)NC(=O)C<br />(CCCCN)NC(=O)C(CCCCN)NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(C)C)<br />NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)CNC(=O)C(C<br />)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(C(C)<br />O)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(C)N
D01LMH,CCCCCCCCCCCCCCCC(=O)NCCCCC(C(=O)NC(CCCCN)C(=O)N)NC(=O)C<br />(CCCCN)NC(=O)C(CCCCN)NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(C)C)<br />NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)CNC(=O)C(C<br />)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(C(C)<br />O)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)CN
D0H4DF,CC1=CC=C(C=C1)OCCN(C2=CC=CC=C2OC)C(=O)CN3CCCCC3.Cl
D0Q3CB,CC(C)CC(C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)N)NC(=O<br />)C(C)NC(=O)C1CCCN1C(=O)C2CCCN2C(=O)C3CCCN3C(=O)CNC(=O)C<br />(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)CN<br />C(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=<br />O)C(C(C)O)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)CN
D0PY7O,CC(C)CC(C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)O)N<br />C(=O)CNC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C<br />)C)NC(=O)C(C(C)O)NC(=O)C(CC2=CNC3=CC=CC=C32)N
D0Z2PJ,C1=CC=C(C=C1)COC2=C3C=C(SC3=CC=C2)C(=N)N
D05MJU,C1=CC2=C(C=C(S2)C(=[NH2+])N)C(=C1)I
D0EK9T,C1=CC=C(C=C1)C2=C3C=C(SC3=CC=C2)C(=N)N
D0Y4KJ,C1=CC=C(C=C1)COC2=CC=C(C=C2)C3=CC4=C(C=C3)SC(=C4)C(=N)N
D0LX0D,C1=CC=C(C=C1)COC2=CC=CC(=C2)C3=CC4=C(C=C3)SC(=C4)C(=N)N
D0T3ZS,C1C(SCC(=O)N1)C2=CC=C(C=C2)OCC3=CC=CC=C3
D0D6OR,C1CSC(CN1)C2=CC=C(C=C2)OCC3=CC=CC=C3
D0M4GR,CCCCOC1=CC=C(C=C1)C2CNC(=O)CS2
D0T3XC,CCCCOC1=CC=C(C=C1)C2CNCCS2
D0D5KD,CCOC1=CC=C(C=C1)C2CNC(=O)CS2
D0J0QW,CCOC1=CC=C(C=C1)C2CNCCS2
D0ID3Y,COC1=CC=C(C=C1)C2CNC(=O)CS2
D08TFN,COC1=CC=C(C=C1)C2CNCCS2
D0Z5BU,CCCOC1=CC=C(C=C1)C2CNC(=O)CS2
D08FXH,CCCOC1=CC=C(C=C1)C2CNCCS2
D04FLL,C1C(SCC(=O)N1)C2=CC=CC=C2
D0HU4J,C1CSC(CN1)C2=CC=CC=C2
D0O2OH,CC(C)C1=CC=C(C=C1)NC(=O)OC2=CC3=C(C=C2)N(C4C3(CCN4C)C)C
D00JWA,CC(=O)NC1=NC(=C(C=C1)C2=CC=NC=C2)C3=CC=CO3
D0Q3KS,C1=CC(=C(C=C1Cl)Cl)C2=NC(=NC=C2C3=NC=CN3)NCCNC4=NC(=C(C<br />=C4)[N+](=O)[O-])N
D07YJG,C1=CC=[N+](C=C1)CCCCCCCCCCC[N+]2=CC=CC=C2.[Br-].[Br-]
D0L5QJ,C1=CC=[N+](C=C1)CCCCCCCCC[N+]2=CC=CC=C2.[Br-].[Br-]
D01DAQ,C1=CN(C(=N1)N)CC2=C(C(=O)NC(=O)N2)F
D06FXO,C1CC(CNC1)N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4
D0C4AE,C1CNCCC1N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4
D0Y4WH,C1CNCC1N2C=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4
D0LT5D,CCCN(CCC)C1CC2=CC=CC(=C2OC1)C3=CC=CC=C3
D02HZG,CN(C)CCOC1=CC=CC=C1Br
D0B9TN,CN(C)CCSC1=CC=CC=C1Br
D0B5ST,CN(C)CCSC1=CC(=CC=C1)Br
D0X7SD,CN(C)CCOC1=CC=CC=C1C2=CC=CC=C2
D07JRV,CN(C)CCSC1=CC=CC=C1C2=CC=CC=C2
D0MS3V,CN(C)CCSC1=CC=CC(=C1)C2=CC=CC=C2
D0K0HU,CC1=CC=CC=C1C2=CC(=CC=C2)CCN(C)C
D0L7HP,C1C(OC(OC1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCCCC(=O<br />)O)CSC4=NC(=C(O4)C5=CC=CC=C5)C6=CC=CC=C6
D01AMS,CC1=C(C(=CC=C1)NC(=O)CCCCC(=O)NO)C
D05GRZ,CC1=CC(=C(C=C1)NC(=O)CCCCC(=O)NO)C
D0B8RC,CC1=CC(=C(C=C1)C)NC(=O)CCCCC(=O)NO
D0SQ1F,CC1=C(C(=CC=C1)C)NC(=O)CCCCC(=O)NO
D01ZMJ,CCC1=CC=CC=C1NC(=O)CCCCC(=O)NO
D0L5KP,CC1=C(C=C(C=C1)NC(=O)CCCCC(=O)NO)C
D08TIJ,CC1=CC(=CC(=C1)NC(=O)CCCCC(=O)NO)C
D0J3CY,CCC1=CC(=CC=C1)NC(=O)CCCCC(=O)NO
D08ICY,CCC1=CC=C(C=C1)NC(=O)CCCCC(=O)NO
D0Q2CC,CC1=CC=CC=C1NC(=O)CCCCC(=O)NO
D0H7QA,CC1=CC(=CC=C1)NC(=O)CCCCC(=O)NO
D0L6YF,COC1=CC=C(C=C1)NC(=O)CCCCC(=O)NO
D00HFS,CC1=CC=C(C=C1)NC(=O)CCCCC(=O)NO
D0M1YV,CC1=C(C(=CC=C1)O)C(=O)C2=CCCN3C2CCC3
D0Q5AJ,C1CCC23CCN(C(C2C1)CC4=C3C=C(C=C4)OCCCCCCCCCCOC5=CC6=C(C<br />C7C8C6(CCCC8)CCN7CC9CCC9)C=C5)CC1CCC1
D0N2WA,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=C<br />C=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O<br />)C(CCCN=C(N)N)NC(=O)C(CC5=CC=C(C=C5)C(=O)C6=CC=CC=C6)N
D06PJZ,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=C<br />C=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O<br />)C(CC5=CC=C(C=C5)C(=O)C6=CC=CC=C6)NC(=O)CNC
D07EWK,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=C<br />C=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=C(C=<br />C5)C(=O)C6=CC=CC=C6)NC(=O)C(CCCN=C(N)N)NC(=O)CNC
D0XO1T,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=C<br />(C=C3)C(=O)C4=CC=CC=C4)C(=O)O)NC(=O)C(CC5=CC=C(C=C5)O)N<br />C(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)CNC
D0O1YO,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=C<br />C=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O<br />)C(CC5=CC=C(C=C5)C6(N=N6)C(F)(F)F)NC(=O)CNC
D06DRC,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=C<br />C=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=C(C=<br />C5)C6(N=N6)C(F)(F)F)NC(=O)C(CCCN=C(N)N)NC(=O)CNC
D00LWG,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=C<br />(C=C3)C4(N=N4)C(F)(F)F)C(=O)O)NC(=O)C(CC5=CC=C(C=C5)O)N<br />C(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)CNC
D0U7QE,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=C<br />C=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O<br />)C(CCCN=C(N)N)NC(=O)C(CC5=CC=C(C=C5)C6(N=N6)C(F)(F)F)N
D08DXA,C1=CC=C(C=C1)NC2=CC(=C(C3=C2C(=O)C4=CC=CC=C4C3=O)N)S(=O<br />)(=O)[O-].[Na+]
D0DZ1K,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=C(C=C(C=C4)F)<br />C(=O)O)S(=O)(=O)[O-])N.[Na+]
D0I5PY,C1=CC=C(C=C1)C2=CC(=CC=C2)CN3C=NC=N3
D0I4LL,C1=CC(=CC=C1C2=C(C=C(C=C2)C#N)C#N)OS(=O)(=O)N
D09YGD,C1=CC(=CC=C1C=CC(=O)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3<br />)N)O
D0D7KE,C1=CC(=CC=C1C=CC(=O)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3<br />)F)O
D09OGW,C1=CC(=CC=C1C=CC(=O)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3<br />)[N+](=O)[O-])O
D0BR1V,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)C=CC3=CC=C(C=C<br />3)O
D0SE1R,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)C=CC3=CC=C(C=<br />C3)O
D0PG8M,C1=CC(=CC=C1C=CC(=O)C2=CC=C(C=C2)O)O
D0O7CX,C1=CC(=CC=C1C=CC(=O)C2=CC=C(C=C2)N)O
D0Q5QC,CN(C)CCNC(=O)NCC1CCC2C(NC3=C(C2O1)C=C(C=C3)C(F)(F)F)C4=<br />CC=CC=C4
D0U4TY,CCCC1=NC(=NC(=C1)C2CCCCCC2)C#N
D0Y5LX,CCCC1=NC(=NC(=C1)C2CCCCC2)C#N
D01JGB,CCCC1=NC(=NC(=C1)C2CCCCCCC2)C#N
D04XCB,CCCCCCCCC1=CC=C(C=C1)CCC(CC(=O)O)N
D08VLT,CCCCCCCCC1=CC=C(C=C1)CCC(CCC(=O)O)N
D03QKF,C1=CC=C(C(=C1)C(=O)O)NC(=O)NC2=CC(=CC(=C2)Cl)Cl
D00CPI,CCCN1CCN(CC1)C2=CC(=CC=C2)O
D0X3JB,CCCN1CCN(CC1)C2=CC(=CC=C2)S(=O)(=O)C
D05AIN,C1CN(CCC1C2=CC(=CC=C2)O)CC3=CC=CC=C3
D04AAI,CS(=O)(=O)C1=CC=CC(=C1)N2CCN(CC2)CC3=CC=CC=C3
D0G2HT,CS(=O)(=O)C1=CC=CC(=C1)C2CCN(CC2)CC3=CC=CC=C3
D0X5LJ,CCCN1CCC(CC1)C2=CC(=CC=C2)O
D0C0GL,CC(C(=O)C1=CC(=CC=C1)Br)NC(C)(C)C
D0Q8IQ,CC(C(=O)C1=CC(=CC=C1)Cl)N(C)C
D0H4AD,CC(C(=O)C1=CC=C(C=C1)Br)NC(C)(C)C
D0G0CJ,CC(C(=O)C1=CC(=CC=C1)Br)NC2CCCC2
D09XWL,CC(C(=O)C1=CC(=CC=C1)F)NC2CCCC2
D0ZE4C,CC(C(=O)C1=CC(=CC=C1)OC)NC2CCCC2
D0P9EO,CC1=CC=CC(=C1)C(=O)C(C)NC2CCCC2
D0U3SB,CC(C(=O)C1=CC(=CC=C1)Br)N2CCCCC2
D06LCK,CC(C(=O)C1=CC(=CC=C1)F)N2CCCCC2
D01YED,CC(C(=O)C1=CC(=CC=C1)OC)N2CCCCC2
D0GY8R,CC1=CC=CC(=C1)C(=O)C(C)N2CCCCC2
D0VY9K,CC(C(=O)C1=CC(=CC=C1)[N+](=O)[O-])N2CCCCC2
